observation_id,timestamp,observer_id,src_ip,src_port,dst_ip,dst_port,txid,message_type,peer_id,connection_id,propagation_delay_ms,direction,sequence_number
OBS0002989,2025-10-14T17:59:58.701498,N0129,203.0.113.168,8333,198.51.100.205,8333,7377bfc68999c6c194d4da9ca5f63ad8561757ef2e8bdf90a5915f040e8bb149,inv,N0010,,54.373,inbound,1
OBS0002990,2025-10-14T17:59:58.707842,N0017,203.0.113.168,8333,203.0.113.8,18333,7377bfc68999c6c194d4da9ca5f63ad8561757ef2e8bdf90a5915f040e8bb149,inv,N0010,,60.717,inbound,2
OBS0002991,2025-10-14T17:59:58.733189,N0125,203.0.113.154,8333,203.0.113.219,18333,7377bfc68999c6c194d4da9ca5f63ad8561757ef2e8bdf90a5915f040e8bb149,inv,N0097,,86.064,inbound,3
OBS0002992,2025-10-14T17:59:58.747971,N0087,192.0.2.89,8333,198.51.100.122,8333,7377bfc68999c6c194d4da9ca5f63ad8561757ef2e8bdf90a5915f040e8bb149,inv,N0007,,100.846,inbound,4
OBS0002993,2025-10-14T17:59:58.748879,N0109,203.0.113.168,8333,203.0.113.127,8333,7377bfc68999c6c194d4da9ca5f63ad8561757ef2e8bdf90a5915f040e8bb149,inv,N0010,,101.754,inbound,5
OBS0002994,2025-10-14T17:59:58.753494,N0136,192.0.2.194,8333,198.51.100.11,8333,7377bfc68999c6c194d4da9ca5f63ad8561757ef2e8bdf90a5915f040e8bb149,inv,N0012,,106.369,inbound,6
OBS0002995,2025-10-14T17:59:58.760672,N0088,198.51.100.223,8333,192.0.2.216,8000,7377bfc68999c6c194d4da9ca5f63ad8561757ef2e8bdf90a5915f040e8bb149,inv,N0018,,113.547,inbound,7
OBS0002996,2025-10-14T17:59:58.765816,N0107,198.51.100.142,8333,198.51.100.184,8333,7377bfc68999c6c194d4da9ca5f63ad8561757ef2e8bdf90a5915f040e8bb149,inv,N0006,,118.691,inbound,8
OBS0002997,2025-10-14T18:00:00.106121,N0003,192.0.2.151,8333,192.0.2.65,8333,784aa1d014fa8e9c170e9f9a09f2cb9c5b945b7b23cddc081bdd8b1b485dd91e,inv,N0044,,78.107,inbound,1
OBS0002998,2025-10-14T18:00:00.107064,N0094,192.0.2.181,8333,203.0.113.176,8333,784aa1d014fa8e9c170e9f9a09f2cb9c5b945b7b23cddc081bdd8b1b485dd91e,inv,N0001,,79.05,inbound,2
OBS0002999,2025-10-14T18:00:00.107828,N0088,198.51.100.196,8333,192.0.2.216,8000,784aa1d014fa8e9c170e9f9a09f2cb9c5b945b7b23cddc081bdd8b1b485dd91e,inv,N0100,,79.814,inbound,3
OBS0003000,2025-10-14T18:00:00.115850,N0129,192.0.2.181,8333,198.51.100.205,8333,784aa1d014fa8e9c170e9f9a09f2cb9c5b945b7b23cddc081bdd8b1b485dd91e,inv,N0001,,87.836,inbound,4
OBS0003001,2025-10-14T18:00:00.116520,N0109,203.0.113.168,8333,203.0.113.127,8333,784aa1d014fa8e9c170e9f9a09f2cb9c5b945b7b23cddc081bdd8b1b485dd91e,inv,N0010,,88.506,inbound,5
OBS0003002,2025-10-14T18:00:00.133891,N0107,198.51.100.142,8333,198.51.100.184,8333,784aa1d014fa8e9c170e9f9a09f2cb9c5b945b7b23cddc081bdd8b1b485dd91e,inv,N0006,,105.877,inbound,6
OBS0003003,2025-10-14T18:00:00.163427,N0136,192.0.2.194,8333,198.51.100.11,8333,784aa1d014fa8e9c170e9f9a09f2cb9c5b945b7b23cddc081bdd8b1b485dd91e,inv,N0012,,135.413,inbound,7
OBS0003004,2025-10-14T18:00:01.686320,N0003,203.0.113.23,8333,192.0.2.65,8333,9c2a240b953bc6d30b0629c9047672a62037fea04f2d7a633ac4421c86b28884,inv,N0112,,15.088,inbound,1
OBS0003005,2025-10-14T18:00:01.714651,N0129,203.0.113.168,8333,198.51.100.205,8333,9c2a240b953bc6d30b0629c9047672a62037fea04f2d7a633ac4421c86b28884,inv,N0010,,43.419,inbound,2
OBS0003006,2025-10-14T18:00:01.727063,N0017,203.0.113.112,8333,203.0.113.8,18333,9c2a240b953bc6d30b0629c9047672a62037fea04f2d7a633ac4421c86b28884,inv,N0014,,55.831,inbound,3
OBS0003007,2025-10-14T18:00:01.739582,N0088,198.51.100.223,8333,192.0.2.216,8000,9c2a240b953bc6d30b0629c9047672a62037fea04f2d7a633ac4421c86b28884,inv,N0018,,68.35,inbound,4
OBS0003008,2025-10-14T18:00:01.744006,N0107,198.51.100.142,8333,198.51.100.184,8333,9c2a240b953bc6d30b0629c9047672a62037fea04f2d7a633ac4421c86b28884,inv,N0006,,72.774,inbound,5
OBS0003009,2025-10-14T18:00:01.754521,N0125,203.0.113.154,8333,203.0.113.219,18333,9c2a240b953bc6d30b0629c9047672a62037fea04f2d7a633ac4421c86b28884,inv,N0097,,83.289,inbound,6
OBS0003010,2025-10-14T18:00:01.761828,N0109,203.0.113.168,8333,203.0.113.127,8333,9c2a240b953bc6d30b0629c9047672a62037fea04f2d7a633ac4421c86b28884,inv,N0010,,90.596,inbound,7
OBS0003011,2025-10-14T18:00:01.765449,N0094,192.0.2.242,8333,203.0.113.176,8333,9c2a240b953bc6d30b0629c9047672a62037fea04f2d7a633ac4421c86b28884,inv,N0113,,94.217,inbound,8
OBS0003012,2025-10-14T18:00:01.772241,N0136,192.0.2.9,8333,198.51.100.11,8333,9c2a240b953bc6d30b0629c9047672a62037fea04f2d7a633ac4421c86b28884,inv,N0034,,101.009,inbound,9
OBS0003013,2025-10-14T18:00:03.756286,N0003,203.0.113.190,8333,192.0.2.65,8333,7f292c2c2c896ca6088e8e43e37b6681d1f883b7050c5e69e62c7f715657583a,inv,N0029,,37.473,inbound,1
OBS0003014,2025-10-14T18:00:03.809967,N0017,203.0.113.112,8333,203.0.113.8,18333,7f292c2c2c896ca6088e8e43e37b6681d1f883b7050c5e69e62c7f715657583a,inv,N0014,,91.154,inbound,2
OBS0003015,2025-10-14T18:00:03.811910,N0088,198.51.100.223,8333,192.0.2.216,8000,7f292c2c2c896ca6088e8e43e37b6681d1f883b7050c5e69e62c7f715657583a,inv,N0018,,93.097,inbound,3
OBS0003016,2025-10-14T18:00:03.812268,N0136,192.0.2.194,8333,198.51.100.11,8333,7f292c2c2c896ca6088e8e43e37b6681d1f883b7050c5e69e62c7f715657583a,inv,N0012,,93.455,inbound,4
OBS0003017,2025-10-14T18:00:03.820349,N0125,192.0.2.252,8333,203.0.113.219,18333,7f292c2c2c896ca6088e8e43e37b6681d1f883b7050c5e69e62c7f715657583a,inv,N0004,,101.536,inbound,5
OBS0003018,2025-10-14T18:00:03.831685,N0109,203.0.113.52,8333,203.0.113.127,8333,7f292c2c2c896ca6088e8e43e37b6681d1f883b7050c5e69e62c7f715657583a,inv,N0043,,112.872,inbound,6
OBS0003019,2025-10-14T18:00:03.846819,N0129,192.0.2.25,8333,198.51.100.205,8333,7f292c2c2c896ca6088e8e43e37b6681d1f883b7050c5e69e62c7f715657583a,inv,N0059,,128.006,inbound,7
OBS0003020,2025-10-14T18:00:03.847534,N0107,198.51.100.142,8333,198.51.100.184,8333,7f292c2c2c896ca6088e8e43e37b6681d1f883b7050c5e69e62c7f715657583a,inv,N0006,,128.721,inbound,8
OBS0003021,2025-10-14T18:00:03.851203,N0094,192.0.2.181,8333,203.0.113.176,8333,7f292c2c2c896ca6088e8e43e37b6681d1f883b7050c5e69e62c7f715657583a,inv,N0001,,132.39,inbound,9
OBS0003022,2025-10-14T18:00:05.400416,N0125,203.0.113.154,8333,203.0.113.219,18333,05b208b61474360a8d5e7a43fbf941782eecdd29d843811f26f23eacf7fa4b82,inv,N0097,,43.979,inbound,1
OBS0003023,2025-10-14T18:00:05.431534,N0003,192.0.2.252,8333,192.0.2.65,8333,05b208b61474360a8d5e7a43fbf941782eecdd29d843811f26f23eacf7fa4b82,inv,N0004,,75.097,inbound,2
OBS0003024,2025-10-14T18:00:05.440245,N0087,203.0.113.128,8333,198.51.100.122,8333,05b208b61474360a8d5e7a43fbf941782eecdd29d843811f26f23eacf7fa4b82,inv,N0048,,83.808,inbound,3
OBS0003025,2025-10-14T18:00:05.457088,N0017,203.0.113.112,8333,203.0.113.8,18333,05b208b61474360a8d5e7a43fbf941782eecdd29d843811f26f23eacf7fa4b82,inv,N0014,,100.651,inbound,4
OBS0003026,2025-10-14T18:00:05.469143,N0094,192.0.2.181,8333,203.0.113.176,8333,05b208b61474360a8d5e7a43fbf941782eecdd29d843811f26f23eacf7fa4b82,inv,N0001,,112.706,inbound,5
OBS0003027,2025-10-14T18:00:05.475819,N0088,198.51.100.223,8333,192.0.2.216,8000,05b208b61474360a8d5e7a43fbf941782eecdd29d843811f26f23eacf7fa4b82,inv,N0018,,119.382,inbound,6
OBS0003028,2025-10-14T18:00:05.512602,N0107,203.0.113.235,8333,198.51.100.184,8333,05b208b61474360a8d5e7a43fbf941782eecdd29d843811f26f23eacf7fa4b82,inv,N0056,,156.165,inbound,7
OBS0003029,2025-10-14T18:00:06.885090,N0125,192.0.2.252,8333,203.0.113.219,18333,287ad22943e95d7c98339daa7992e7617feb496963bdcaa339c108426e6156e6,inv,N0004,,94.76,inbound,1
OBS0003030,2025-10-14T18:00:06.898669,N0094,203.0.113.28,8333,203.0.113.176,8333,287ad22943e95d7c98339daa7992e7617feb496963bdcaa339c108426e6156e6,inv,N0000,,108.339,inbound,2
OBS0003031,2025-10-14T18:00:06.901119,N0017,192.0.2.138,8333,203.0.113.8,18333,287ad22943e95d7c98339daa7992e7617feb496963bdcaa339c108426e6156e6,inv,N0005,,110.789,inbound,3
OBS0003032,2025-10-14T18:00:06.918591,N0107,198.51.100.142,8333,198.51.100.184,8333,287ad22943e95d7c98339daa7992e7617feb496963bdcaa339c108426e6156e6,inv,N0006,,128.261,inbound,4
OBS0003033,2025-10-14T18:00:06.921241,N0109,203.0.113.52,8333,203.0.113.127,8333,287ad22943e95d7c98339daa7992e7617feb496963bdcaa339c108426e6156e6,inv,N0043,,130.911,inbound,5
OBS0003034,2025-10-14T18:00:06.944774,N0136,198.51.100.191,8333,198.51.100.11,8333,287ad22943e95d7c98339daa7992e7617feb496963bdcaa339c108426e6156e6,inv,N0146,,154.444,inbound,6
OBS0003035,2025-10-14T18:00:08.585678,N0003,203.0.113.191,8333,192.0.2.65,8333,462a5f0b62b0f454e8638d86a6626b31de57a62be3946f8f7822a79af3fc948e,inv,N0027,,53.449,inbound,1
OBS0003036,2025-10-14T18:00:08.608038,N0087,203.0.113.112,8333,198.51.100.122,8333,462a5f0b62b0f454e8638d86a6626b31de57a62be3946f8f7822a79af3fc948e,inv,N0014,,75.809,inbound,2
OBS0003037,2025-10-14T18:00:08.612999,N0088,198.51.100.223,8333,192.0.2.216,8000,462a5f0b62b0f454e8638d86a6626b31de57a62be3946f8f7822a79af3fc948e,inv,N0018,,80.77,inbound,3
OBS0003038,2025-10-14T18:00:08.625653,N0129,192.0.2.222,8333,198.51.100.205,8333,462a5f0b62b0f454e8638d86a6626b31de57a62be3946f8f7822a79af3fc948e,inv,N0131,,93.424,inbound,4
OBS0003039,2025-10-14T18:00:08.627554,N0107,198.51.100.154,8334,198.51.100.184,8333,462a5f0b62b0f454e8638d86a6626b31de57a62be3946f8f7822a79af3fc948e,inv,N0085,,95.325,inbound,5
OBS0003040,2025-10-14T18:00:08.646145,N0136,192.0.2.9,8333,198.51.100.11,8333,462a5f0b62b0f454e8638d86a6626b31de57a62be3946f8f7822a79af3fc948e,inv,N0034,,113.916,inbound,6
OBS0003041,2025-10-14T18:00:08.662717,N0094,203.0.113.28,8333,203.0.113.176,8333,462a5f0b62b0f454e8638d86a6626b31de57a62be3946f8f7822a79af3fc948e,inv,N0000,,130.488,inbound,7
OBS0003042,2025-10-14T18:00:08.676557,N0109,203.0.113.7,8333,203.0.113.127,8333,462a5f0b62b0f454e8638d86a6626b31de57a62be3946f8f7822a79af3fc948e,inv,N0070,,144.328,inbound,8
OBS0003043,2025-10-14T18:00:10.422226,N0003,203.0.113.190,8333,192.0.2.65,8333,d0560522a9387d2797f832114ad030c42443d58b4125a6a4455e7e96645542fd,inv,N0029,,48.37,inbound,1
OBS0003044,2025-10-14T18:00:10.430447,N0136,192.0.2.194,8333,198.51.100.11,8333,d0560522a9387d2797f832114ad030c42443d58b4125a6a4455e7e96645542fd,inv,N0012,,56.591,inbound,2
OBS0003045,2025-10-14T18:00:10.446824,N0094,198.51.100.9,8333,203.0.113.176,8333,d0560522a9387d2797f832114ad030c42443d58b4125a6a4455e7e96645542fd,inv,N0067,,72.968,inbound,3
OBS0003046,2025-10-14T18:00:10.453820,N0107,198.51.100.142,8333,198.51.100.184,8333,d0560522a9387d2797f832114ad030c42443d58b4125a6a4455e7e96645542fd,inv,N0006,,79.964,inbound,4
OBS0003047,2025-10-14T18:00:10.462821,N0087,192.0.2.89,8333,198.51.100.122,8333,d0560522a9387d2797f832114ad030c42443d58b4125a6a4455e7e96645542fd,inv,N0007,,88.965,inbound,5
OBS0003048,2025-10-14T18:00:10.476531,N0109,203.0.113.7,8333,203.0.113.127,8333,d0560522a9387d2797f832114ad030c42443d58b4125a6a4455e7e96645542fd,inv,N0070,,102.675,inbound,6
OBS0003049,2025-10-14T18:00:10.485369,N0088,203.0.113.25,8333,192.0.2.216,8000,d0560522a9387d2797f832114ad030c42443d58b4125a6a4455e7e96645542fd,inv,N0008,,111.513,inbound,7
OBS0003050,2025-10-14T18:00:10.492675,N0129,192.0.2.222,8333,198.51.100.205,8333,d0560522a9387d2797f832114ad030c42443d58b4125a6a4455e7e96645542fd,inv,N0131,,118.819,inbound,8
OBS0003051,2025-10-14T18:00:11.946443,N0088,203.0.113.25,8333,192.0.2.216,8000,b58e4b44bede8eec7922d4ea15f0733e2e7ca58edc4b7e65aac9d34593b5352e,inv,N0008,,37.046,inbound,1
OBS0003052,2025-10-14T18:00:11.962111,N0003,198.51.100.106,8333,192.0.2.65,8333,b58e4b44bede8eec7922d4ea15f0733e2e7ca58edc4b7e65aac9d34593b5352e,inv,N0119,,52.714,inbound,2
OBS0003053,2025-10-14T18:00:11.969199,N0136,192.0.2.194,8333,198.51.100.11,8333,b58e4b44bede8eec7922d4ea15f0733e2e7ca58edc4b7e65aac9d34593b5352e,inv,N0012,,59.802,inbound,3
OBS0003054,2025-10-14T18:00:11.969228,N0125,203.0.113.154,8333,203.0.113.219,18333,b58e4b44bede8eec7922d4ea15f0733e2e7ca58edc4b7e65aac9d34593b5352e,inv,N0097,,59.831,inbound,4
OBS0003055,2025-10-14T18:00:11.972349,N0129,192.0.2.181,8333,198.51.100.205,8333,b58e4b44bede8eec7922d4ea15f0733e2e7ca58edc4b7e65aac9d34593b5352e,inv,N0001,,62.952,inbound,5
OBS0003056,2025-10-14T18:00:11.975988,N0087,192.0.2.89,8333,198.51.100.122,8333,b58e4b44bede8eec7922d4ea15f0733e2e7ca58edc4b7e65aac9d34593b5352e,inv,N0007,,66.591,inbound,6
OBS0003057,2025-10-14T18:00:11.981728,N0109,203.0.113.52,8333,203.0.113.127,8333,b58e4b44bede8eec7922d4ea15f0733e2e7ca58edc4b7e65aac9d34593b5352e,inv,N0043,,72.331,inbound,7
OBS0003058,2025-10-14T18:00:11.989570,N0094,192.0.2.181,8333,203.0.113.176,8333,b58e4b44bede8eec7922d4ea15f0733e2e7ca58edc4b7e65aac9d34593b5352e,inv,N0001,,80.173,inbound,8
OBS0003059,2025-10-14T18:00:12.053955,N0017,203.0.113.168,8333,203.0.113.8,18333,b58e4b44bede8eec7922d4ea15f0733e2e7ca58edc4b7e65aac9d34593b5352e,inv,N0010,,144.558,inbound,9
OBS0003060,2025-10-14T18:00:33.802962,N0125,203.0.113.154,8333,203.0.113.219,18333,e8388da6d8d33038c3582c74ca7d69ea9fb56a42af4d0a49534691afd9d2e973,inv,N0097,,82.215,inbound,1
OBS0003061,2025-10-14T18:00:33.808502,N0107,198.51.100.142,8333,198.51.100.184,8333,e8388da6d8d33038c3582c74ca7d69ea9fb56a42af4d0a49534691afd9d2e973,inv,N0006,,87.755,inbound,2
OBS0003062,2025-10-14T18:00:33.811798,N0088,203.0.113.25,8333,192.0.2.216,8000,e8388da6d8d33038c3582c74ca7d69ea9fb56a42af4d0a49534691afd9d2e973,inv,N0008,,91.051,inbound,3
OBS0003063,2025-10-14T18:00:33.815409,N0087,203.0.113.112,8333,198.51.100.122,8333,e8388da6d8d33038c3582c74ca7d69ea9fb56a42af4d0a49534691afd9d2e973,inv,N0014,,94.662,inbound,4
OBS0003064,2025-10-14T18:00:33.837229,N0129,192.0.2.25,8333,198.51.100.205,8333,e8388da6d8d33038c3582c74ca7d69ea9fb56a42af4d0a49534691afd9d2e973,inv,N0059,,116.482,inbound,5
OBS0003065,2025-10-14T18:00:33.845861,N0003,198.51.100.106,8333,192.0.2.65,8333,e8388da6d8d33038c3582c74ca7d69ea9fb56a42af4d0a49534691afd9d2e973,inv,N0119,,125.114,inbound,6
OBS0003066,2025-10-14T18:00:33.847001,N0109,203.0.113.7,8333,203.0.113.127,8333,e8388da6d8d33038c3582c74ca7d69ea9fb56a42af4d0a49534691afd9d2e973,inv,N0070,,126.254,inbound,7
OBS0003067,2025-10-14T18:00:35.271086,N0003,192.0.2.151,8333,192.0.2.65,8333,2cd05c1e80f9b98777b8787b0ed41a606ab791b5559c2aff5063d97c0ac04f1f,inv,N0044,,73.852,inbound,1
OBS0003068,2025-10-14T18:00:35.332405,N0088,198.51.100.223,8333,192.0.2.216,8000,2cd05c1e80f9b98777b8787b0ed41a606ab791b5559c2aff5063d97c0ac04f1f,inv,N0018,,135.171,inbound,2
OBS0003069,2025-10-14T18:00:35.341944,N0136,198.51.100.177,8333,198.51.100.11,8333,2cd05c1e80f9b98777b8787b0ed41a606ab791b5559c2aff5063d97c0ac04f1f,inv,N0026,,144.71,inbound,3
OBS0003070,2025-10-14T18:00:35.356571,N0129,203.0.113.168,8333,198.51.100.205,8333,2cd05c1e80f9b98777b8787b0ed41a606ab791b5559c2aff5063d97c0ac04f1f,inv,N0010,,159.337,inbound,4
OBS0003071,2025-10-14T18:00:35.412710,N0109,203.0.113.52,8333,203.0.113.127,8333,2cd05c1e80f9b98777b8787b0ed41a606ab791b5559c2aff5063d97c0ac04f1f,inv,N0043,,215.476,inbound,5
OBS0003072,2025-10-14T18:00:36.656995,N0087,192.0.2.89,8333,198.51.100.122,8333,b90c3c5a22a62f11c5bcf69751c90bfe278a5808d26d308a08f7700ca7b3c88b,inv,N0007,,62.59,inbound,1
OBS0003073,2025-10-14T18:00:36.659630,N0125,192.0.2.252,8333,203.0.113.219,18333,b90c3c5a22a62f11c5bcf69751c90bfe278a5808d26d308a08f7700ca7b3c88b,inv,N0004,,65.225,inbound,2
OBS0003074,2025-10-14T18:00:36.682909,N0003,203.0.113.190,8333,192.0.2.65,8333,b90c3c5a22a62f11c5bcf69751c90bfe278a5808d26d308a08f7700ca7b3c88b,inv,N0029,,88.504,inbound,3
OBS0003075,2025-10-14T18:00:36.691431,N0107,198.51.100.142,8333,198.51.100.184,8333,b90c3c5a22a62f11c5bcf69751c90bfe278a5808d26d308a08f7700ca7b3c88b,inv,N0006,,97.026,inbound,4
OBS0003076,2025-10-14T18:00:36.696641,N0109,203.0.113.7,8333,203.0.113.127,8333,b90c3c5a22a62f11c5bcf69751c90bfe278a5808d26d308a08f7700ca7b3c88b,inv,N0070,,102.236,inbound,5
OBS0003077,2025-10-14T18:00:36.707732,N0094,203.0.113.28,8333,203.0.113.176,8333,b90c3c5a22a62f11c5bcf69751c90bfe278a5808d26d308a08f7700ca7b3c88b,inv,N0000,,113.327,inbound,6
OBS0003078,2025-10-14T18:00:36.709189,N0129,203.0.113.168,8333,198.51.100.205,8333,b90c3c5a22a62f11c5bcf69751c90bfe278a5808d26d308a08f7700ca7b3c88b,inv,N0010,,114.784,inbound,7
OBS0003079,2025-10-14T18:00:36.721462,N0088,203.0.113.25,8333,192.0.2.216,8000,b90c3c5a22a62f11c5bcf69751c90bfe278a5808d26d308a08f7700ca7b3c88b,inv,N0008,,127.057,inbound,8
OBS0003080,2025-10-14T18:00:38.346795,N0107,198.51.100.154,8334,198.51.100.184,8333,1a4242c2677f10216ebbb2d158ccc5f7f0b074420055c015dd65d2ac79f8fdae,inv,N0085,,83.516,inbound,1
OBS0003081,2025-10-14T18:00:38.375239,N0129,203.0.113.168,8333,198.51.100.205,8333,1a4242c2677f10216ebbb2d158ccc5f7f0b074420055c015dd65d2ac79f8fdae,inv,N0010,,111.96,inbound,2
OBS0003082,2025-10-14T18:00:38.378764,N0087,192.0.2.89,8333,198.51.100.122,8333,1a4242c2677f10216ebbb2d158ccc5f7f0b074420055c015dd65d2ac79f8fdae,inv,N0007,,115.485,inbound,3
OBS0003083,2025-10-14T18:00:38.389320,N0136,192.0.2.9,8333,198.51.100.11,8333,1a4242c2677f10216ebbb2d158ccc5f7f0b074420055c015dd65d2ac79f8fdae,inv,N0034,,126.041,inbound,4
OBS0003084,2025-10-14T18:00:38.390897,N0109,203.0.113.7,8333,203.0.113.127,8333,1a4242c2677f10216ebbb2d158ccc5f7f0b074420055c015dd65d2ac79f8fdae,inv,N0070,,127.618,inbound,5
OBS0003085,2025-10-14T18:00:38.391553,N0017,203.0.113.112,8333,203.0.113.8,18333,1a4242c2677f10216ebbb2d158ccc5f7f0b074420055c015dd65d2ac79f8fdae,inv,N0014,,128.274,inbound,6
OBS0003086,2025-10-14T18:00:38.396720,N0088,198.51.100.177,8333,192.0.2.216,8000,1a4242c2677f10216ebbb2d158ccc5f7f0b074420055c015dd65d2ac79f8fdae,inv,N0026,,133.441,inbound,7
OBS0003087,2025-10-14T18:00:38.418390,N0094,198.51.100.9,8333,203.0.113.176,8333,1a4242c2677f10216ebbb2d158ccc5f7f0b074420055c015dd65d2ac79f8fdae,inv,N0067,,155.111,inbound,8
OBS0003088,2025-10-14T18:00:38.418881,N0125,192.0.2.252,8333,203.0.113.219,18333,1a4242c2677f10216ebbb2d158ccc5f7f0b074420055c015dd65d2ac79f8fdae,inv,N0004,,155.602,inbound,9
OBS0003089,2025-10-14T18:00:40.027255,N0017,192.0.2.138,8333,203.0.113.8,18333,1b0c0e4f7c95ac55139a81d9602b8a11344be22d8b2abb50fd0556745cc35a1e,inv,N0005,,59.315,inbound,1
OBS0003090,2025-10-14T18:00:40.054375,N0094,203.0.113.28,8333,203.0.113.176,8333,1b0c0e4f7c95ac55139a81d9602b8a11344be22d8b2abb50fd0556745cc35a1e,inv,N0000,,86.435,inbound,2
OBS0003091,2025-10-14T18:00:40.063834,N0088,198.51.100.223,8333,192.0.2.216,8000,1b0c0e4f7c95ac55139a81d9602b8a11344be22d8b2abb50fd0556745cc35a1e,inv,N0018,,95.894,inbound,3
OBS0003092,2025-10-14T18:00:40.064646,N0087,203.0.113.112,8333,198.51.100.122,8333,1b0c0e4f7c95ac55139a81d9602b8a11344be22d8b2abb50fd0556745cc35a1e,inv,N0014,,96.706,inbound,4
OBS0003093,2025-10-14T18:00:40.075216,N0136,192.0.2.9,8333,198.51.100.11,8333,1b0c0e4f7c95ac55139a81d9602b8a11344be22d8b2abb50fd0556745cc35a1e,inv,N0034,,107.276,inbound,5
OBS0003094,2025-10-14T18:00:40.085189,N0129,192.0.2.222,8333,198.51.100.205,8333,1b0c0e4f7c95ac55139a81d9602b8a11344be22d8b2abb50fd0556745cc35a1e,inv,N0131,,117.249,inbound,6
OBS0003095,2025-10-14T18:00:40.096041,N0107,203.0.113.235,8333,198.51.100.184,8333,1b0c0e4f7c95ac55139a81d9602b8a11344be22d8b2abb50fd0556745cc35a1e,inv,N0056,,128.101,inbound,7
OBS0003096,2025-10-14T18:00:40.097019,N0109,203.0.113.52,8333,203.0.113.127,8333,1b0c0e4f7c95ac55139a81d9602b8a11344be22d8b2abb50fd0556745cc35a1e,inv,N0043,,129.079,inbound,8
OBS0003097,2025-10-14T18:00:43.709591,N0136,198.51.100.177,8333,198.51.100.11,8333,62ef46ba4dfba5318f2ecd4c314fc50cf95b797af5dba2fe1fc46eea39f6dadf,inv,N0026,,53.461,inbound,1
OBS0003098,2025-10-14T18:00:43.714304,N0125,203.0.113.154,8333,203.0.113.219,18333,62ef46ba4dfba5318f2ecd4c314fc50cf95b797af5dba2fe1fc46eea39f6dadf,inv,N0097,,58.174,inbound,2
OBS0003099,2025-10-14T18:00:43.723197,N0087,192.0.2.89,8333,198.51.100.122,8333,62ef46ba4dfba5318f2ecd4c314fc50cf95b797af5dba2fe1fc46eea39f6dadf,inv,N0007,,67.067,inbound,3
OBS0003100,2025-10-14T18:00:43.726800,N0017,192.0.2.138,8333,203.0.113.8,18333,62ef46ba4dfba5318f2ecd4c314fc50cf95b797af5dba2fe1fc46eea39f6dadf,inv,N0005,,70.67,inbound,4
OBS0003101,2025-10-14T18:00:43.729863,N0003,203.0.113.190,8333,192.0.2.65,8333,62ef46ba4dfba5318f2ecd4c314fc50cf95b797af5dba2fe1fc46eea39f6dadf,inv,N0029,,73.733,inbound,5
OBS0003102,2025-10-14T18:00:43.735952,N0088,203.0.113.25,8333,192.0.2.216,8000,62ef46ba4dfba5318f2ecd4c314fc50cf95b797af5dba2fe1fc46eea39f6dadf,inv,N0008,,79.822,inbound,6
OBS0003103,2025-10-14T18:00:43.740153,N0129,203.0.113.168,8333,198.51.100.205,8333,62ef46ba4dfba5318f2ecd4c314fc50cf95b797af5dba2fe1fc46eea39f6dadf,inv,N0010,,84.023,inbound,7
OBS0003104,2025-10-14T18:00:43.749567,N0109,203.0.113.52,8333,203.0.113.127,8333,62ef46ba4dfba5318f2ecd4c314fc50cf95b797af5dba2fe1fc46eea39f6dadf,inv,N0043,,93.437,inbound,8
OBS0003105,2025-10-14T18:00:45.428235,N0136,198.51.100.177,8333,198.51.100.11,8333,09082aaf7b7b463ea442e98c33195fe264c55a336dd73fa6b3673dfc9f9dd29a,inv,N0026,,49.163,inbound,1
OBS0003106,2025-10-14T18:00:45.453625,N0109,203.0.113.52,8333,203.0.113.127,8333,09082aaf7b7b463ea442e98c33195fe264c55a336dd73fa6b3673dfc9f9dd29a,inv,N0043,,74.553,inbound,2
OBS0003107,2025-10-14T18:00:45.456994,N0094,192.0.2.181,8333,203.0.113.176,8333,09082aaf7b7b463ea442e98c33195fe264c55a336dd73fa6b3673dfc9f9dd29a,inv,N0001,,77.922,inbound,3
OBS0003108,2025-10-14T18:00:45.464998,N0017,192.0.2.138,8333,203.0.113.8,18333,09082aaf7b7b463ea442e98c33195fe264c55a336dd73fa6b3673dfc9f9dd29a,inv,N0005,,85.926,inbound,4
OBS0003109,2025-10-14T18:00:45.465303,N0088,198.51.100.177,8333,192.0.2.216,8000,09082aaf7b7b463ea442e98c33195fe264c55a336dd73fa6b3673dfc9f9dd29a,inv,N0026,,86.231,inbound,5
OBS0003110,2025-10-14T18:00:45.470307,N0125,198.51.100.138,18333,203.0.113.219,18333,09082aaf7b7b463ea442e98c33195fe264c55a336dd73fa6b3673dfc9f9dd29a,inv,N0037,,91.235,inbound,6
OBS0003111,2025-10-14T18:00:47.590216,N0125,203.0.113.154,8333,203.0.113.219,18333,275cfba925f17c46816765e4b17afa1b1437f1713f9b4839f4a6fbfee04ecdea,inv,N0097,,44.14,inbound,1
OBS0003112,2025-10-14T18:00:47.608835,N0136,192.0.2.194,8333,198.51.100.11,8333,275cfba925f17c46816765e4b17afa1b1437f1713f9b4839f4a6fbfee04ecdea,inv,N0012,,62.759,inbound,2
OBS0003113,2025-10-14T18:00:47.628783,N0087,192.0.2.89,8333,198.51.100.122,8333,275cfba925f17c46816765e4b17afa1b1437f1713f9b4839f4a6fbfee04ecdea,inv,N0007,,82.707,inbound,3
